//Mod11 Stormcrow
// S TileA N TileB
ABABABAB 0078 000 000
ABABABBA 0078 000 000
ABABABBB 0078 000 000
ABABBAAB 0078 000 000
ABABBABA 0078 000 000
ABABBABB 0078 000 000
ABABBBAA 0078 000 000
ABABBBAB 0078 000 000
ABABBBBA 0078 000 000
ABABBBBB 0078 000 000
ABBAABAA 0078 000 000
ABBAABAB 0078 000 000
ABBAABBA 0078 000 000
ABBAABBB 0078 000 000
ABBABAAB 0078 000 000
ABBABABA 0078 000 000
ABBABABB 0078 000 000
ABBABBAA 0078 000 000
ABBABBAB 0078 000 000
ABBABBBA 0078 000 000
ABBABBBB 0078 000 000
ABBBAAAB 0078 000 000
ABBBAABA 0078 000 000
ABBBAABB 0078 000 000
ABBBABAA 0078 000 000
ABBBABAB 0078 000 000
ABBBABBA 0078 000 000
ABBBABBB 0078 000 000
ABBBBAAB 0078 000 000
ABBBBABA 0078 000 000
ABBBBABB 0078 000 000
ABBBBBAA 0078 000 000
ABBBBBAB 0078 000 000
ABBBBBBA 0078 000 000
ABBBBBBB 0078 000 000
BAABAAAB 0078 000 000
BAABAABA 0078 000 000
BAABAABB 0078 000 000
BAABABAA 0078 000 000
BAABABAB 0078 000 000
BAABABBA 0078 000 000
BAABABBB 0078 000 000
BAABBAAB 0078 000 000
BAABBABA 0078 000 000
BAABBABB 0078 000 000
BAABBBAA 0078 000 000
BAABBBAB 0078 000 000
BAABBBBA 0078 000 000
BAABBBBB 0078 000 000
BABAABAA 0078 000 000
BABAABAB 0078 000 000
BABAABBA 0078 000 000
BABAABBB 0078 000 000
BABABAAB 0078 000 000
BABABABA 0078 000 000
BABABABB 0078 000 000
BABABBAA 0078 000 000
BABABBAB 0078 000 000
BABABBBA 0078 000 000
BABABBBB 0078 000 000
BABBAAAB 0078 000 000
BABBAABA 0078 000 000
BABBAABB 0078 000 000
BABBABAA 0078 000 000
BABBABAB 0078 000 000
BABBABBA 0078 000 000
BABBABBB 0078 000 000
BABBBAAB 0078 000 000
BABBBABA 0078 000 000
BABBBABB 0078 000 000
BABBBBAA 0078 000 000
BABBBBAB 0078 000 000
BABBBBBA 0078 000 000
BABBBBBB 0078 000 000
BBAAABAA 0078 000 000
BBAAABAB 0078 000 000
BBAAABBA 0078 000 000
BBAAABBB 0078 000 000
BBAABAAB 0078 000 000
BBAABABA 0078 000 000
BBAABABB 0078 000 000
BBAABBAA 0078 000 000
BBAABBAB 0078 000 000
BBAABBBA 0078 000 000
BBAABBBB 0078 000 000
BBABAAAB 0078 000 000
BBABAABA 0078 000 000
BBABAABB 0078 000 000
BBABABAA 0078 000 000
BBABABAB 0078 000 000
BBABABBA 0078 000 000
BBABABBB 0078 000 000
BBABBAAB 0078 000 000
BBABBABA 0078 000 000
BBABBABB 0078 000 000
BBABBBAA 0078 000 000
BBABBBAB 0078 000 000
BBABBBBA 0078 000 000
BBABBBBB 0078 000 000
BBBAABAA 0078 000 000
BBBAABAB 0078 000 000
BBBAABBA 0078 000 000
BBBAABBB 0078 000 000
BBBABAAB 0078 000 000
BBBABABA 0078 000 000
BBBABABB 0078 000 000
BBBABBAA 0078 000 000
BBBABBAB 0078 000 000
BBBABBBA 0078 000 000
BBBABBBB 0078 000 000
BBBBAAAB 0078 000 000
BBBBAABA 0078 000 000
BBBBAABB 0078 000 000
BBBBABAA 0078 000 000
BBBBABAB 0078 000 000
BBBBABBA 0078 000 000
BBBBABBB 0078 000 000
BBBBBAAB 0078 000 000
BBBBBABA 0078 000 000
BBBBBABB 0078 000 000
BBBBBBAA 0078 000 000
BBBBBBAB 0078 000 000
BBBBBBBA 0078 000 000
BBBBBBBB 0078 000 000
// Stormcrow Invalid
//BAAABAAA 0001 000 000
//AABAAABA 0001 000 000
