//Mod10 Stormcrow
// S TileA N TileB
BBBAAAAA 3de1 3de2 000 000
ABBAAAAA 3de1 3de2 000 000
BBAAAAAA 3de1 3de2 000 000
ABAAAAAA 3de1 3de2 000 000
BABAAAAA 3de1 3de2 000 000
// E TileA W TileB
BAAAAABB 3ddb 3ddc 000 000
BAAAAAAB 3ddb 3ddc 000 000
AAAAAABB 3ddb 3ddc 000 000
AAAAAAAB 3ddb 3ddc 000 000
BAAAAABA 3ddb 3ddc 000 000
// W TileA E TileB
AABBBAAA 3ddd 3dde 000 000
AAABBAAA 3ddd 3dde 000 000
AABBAAAA 3ddd 3dde 000 000
AAABAAAA 3ddd 3dde 000 000
AABABAAA 3ddd 3dde 000 000
// N TileA S TileB
AAAABBBA 3ddf 3de8 000 000
AAAAABBA 3ddf 3de8 000 000
AAAABBAA 3ddf 3de8 000 000
AAAAABAA 3ddf 3de8 000 000
AAAABABA 3ddf 3de8 000 000
// NW corner is TileA
AABBABAB 3de7 000 000
AABBABBB 3de7 000 000
AABBBAAB 3de7 000 000
AABBBABB 3de7 000 000
AABBBBAB 3de7 000 000
AABBBBBB 3de7 000 000
ABAAABAA 3de7 000 000
ABAAABAB 3de7 000 000
ABAAABBA 3de7 000 000
ABAAABBB 3de7 000 000
ABAABAAB 3de7 000 000
ABAABABA 3de7 000 000
ABAABABB 3de7 000 000
ABAABBAA 3de7 000 000
ABAABBAB 3de7 000 000
ABAABBBA 3de7 000 000
ABAABBBB 3de7 000 000
ABABAAAB 3de7 000 000
ABABAABA 3de7 000 000
ABABAABB 3de7 000 000
ABABABAA 3de7 000 000
ABABABAB 3de7 000 000
ABABABBA 3de7 000 000
ABABABBB 3de7 000 000
ABABBAAB 3de7 000 000
ABABBABA 3de7 000 000
ABABBABB 3de7 000 000
ABABBBAA 3de7 000 000
ABABBBAB 3de7 000 000
ABABBBBA 3de7 000 000
ABABBBBB 3de7 000 000
ABBAABAA 3de7 000 000
ABBAABAB 3de7 000 000
ABBAABBA 3de7 000 000
ABBAABBB 3de7 000 000
ABBABAAB 3de7 000 000
ABBABABA 3de7 000 000
ABBABABB 3de7 000 000
ABBABBAA 3de7 000 000
ABBABBAB 3de7 000 000
ABBABBBA 3de7 000 000
ABBABBBB 3de7 000 000
ABBBAAAB 3de7 000 000
ABBBAABA 3de7 000 000
ABBBAABB 3de7 000 000
ABBBABAA 3de7 000 000
ABBBABAB 3de7 000 000
ABBBABBA 3de7 000 000
ABBBABBB 3de7 000 000
ABBBBAAB 3de7 000 000
ABBBBABA 3de7 000 000
ABBBBABB 3de7 000 000
ABBBBBAA 3de7 000 000
ABBBBBAB 3de7 000 000
ABBBBBBA 3de7 000 000
ABBBBBBB 3de7 000 000
BAABAAAB 3de7 000 000
BAABAABA 3de7 000 000
BAABAABB 3de7 000 000
BAABABAA 3de7 000 000
BAABABAB 3de7 000 000
BAABABBA 3de7 000 000
BAABABBB 3de7 000 000
BAABBAAB 3de7 000 000
BAABBABA 3de7 000 000
BAABBABB 3de7 000 000
BAABBBAA 3de7 000 000
BAABBBAB 3de7 000 000
BAABBBBA 3de7 000 000
BAABBBBB 3de7 000 000
BABAABAA 3de7 000 000
BABAABAB 3de7 000 000
BABAABBA 3de7 000 000
BABAABBB 3de7 000 000
BABABAAB 3de7 000 000
BABABABA 3de7 000 000
BABABABB 3de7 000 000
BABABBAA 3de7 000 000
BABABBAB 3de7 000 000
BABABBBA 3de7 000 000
BABABBBB 3de7 000 000
BABBAAAB 3de7 000 000
BABBAABA 3de7 000 000
BABBAABB 3de7 000 000
BABBABAA 3de7 000 000
BABBABAB 3de7 000 000
BABBABBA 3de7 000 000
BABBABBB 3de7 000 000
BABBBAAB 3de7 000 000
BABBBABA 3de7 000 000
BABBBABB 3de7 000 000
BABBBBAA 3de7 000 000
BABBBBAB 3de7 000 000
BABBBBBA 3de7 000 000
BABBBBBB 3de7 000 000
BBAAABAA 3de7 000 000
BBAAABAB 3de7 000 000
BBAAABBA 3de7 000 000
BBAAABBB 3de7 000 000
BBAABAAB 3de7 000 000
BBAABABA 3de7 000 000
BBAABABB 3de7 000 000
BBAABBAA 3de7 000 000
BBAABBAB 3de7 000 000
BBAABBBA 3de7 000 000
BBAABBBB 3de7 000 000
BBABAAAB 3de7 000 000
BBABAABA 3de7 000 000
BBABAABB 3de7 000 000
BBABABAA 3de7 000 000
BBABABAB 3de7 000 000
BBABABBA 3de7 000 000
BBABABBB 3de7 000 000
BBABBAAB 3de7 000 000
BBABBABA 3de7 000 000
BBABBABB 3de7 000 000
BBABBBAA 3de7 000 000
BBABBBAB 3de7 000 000
BBABBBBA 3de7 000 000
BBABBBBB 3de7 000 000
BBBAABAA 3de7 000 000
BBBAABAB 3de7 000 000
BBBAABBA 3de7 000 000
BBBAABBB 3de7 000 000
BBBABAAB 3de7 000 000
BBBABABA 3de7 000 000
BBBABABB 3de7 000 000
BBBABBAA 3de7 000 000
BBBABBAB 3de7 000 000
BBBABBBA 3de7 000 000
BBBABBBB 3de7 000 000
BBBBAAAB 3de7 000 000
BBBBAABA 3de7 000 000
BBBBAABB 3de7 000 000
BBBBABAA 3de7 000 000
BBBBABAB 3de7 000 000
BBBBABBA 3de7 000 000
BBBBABBB 3de7 000 000
BBBBBAAB 3de7 000 000
BBBBBABA 3de7 000 000
BBBBBABB 3de7 000 000
BBBBBBAA 3de7 000 000
BBBBBBAB 3de7 000 000
BBBBBBBA 3de7 000 000
BBBBBBBB 3de7 000 000
// Stormcrow Invalid
//BAAABAAA 3de9 3dea 3deb 3dec 000 000
//AABAAABA 3de9 3dea 3deb 3dec 000 000
